url_path,views_total,views_unique
/scilus/sf-pediatric,20,5
/scilus/sf-pediatric/tree/main,6,1
/scilus/sf-pediatric/tree/main/modules,6,1
/scilus/sf-pediatric/tree/main/modules/nf-neuro,5,1
/scilus/sf-pediatric/tree/main/modules/nf-neuro/registration,4,1
/scilus/sf-pediatric/issues/99,3,2
/scilus/sf-pediatric/blob/main/modules/nf-neuro/registration/ants/main.nf,3,1
/scilus/sf-pediatric/tree/main/modules/nf-neuro/registration/ants,3,1
/scilus/sf-pediatric/blob/main/conf/template.config,2,1
/scilus/sf-pediatric/tree/main/conf,2,1
