url_path,views_total,views_unique
/scilus/sf-pediatric,23,11
/scilus/sf-pediatric/pull/116,8,1
/scilus/sf-pediatric/actions/runs/25568626572/job/75058684846,5,1
/scilus/sf-pediatric/pulls,3,1
/scilus/sf-pediatric/tree/main/modules/nf-neuro,2,2
/scilus/sf-pediatric/issues/114,2,1
/scilus/sf-pediatric/tree/dev,2,1
/scilus/sf-pediatric/tree/main/subworkflows,2,1
/scilus/sf-pediatric/actions/runs/14606029071,1,1
/scilus/sf-pediatric/blob/0.2.2/nextflow.config,1,1
