url_path,views_total,views_unique
/scilus/sf-tractomics,58,15
/scilus/sf-tractomics/pull/106,29,3
/scilus/sf-tractomics/pulls,29,3
/scilus/sf-tractomics/pull/107,24,1
/scilus/sf-tractomics/pull/105,17,4
/scilus/sf-tractomics/actions/runs/25339985434/job/74294632322,10,1
/scilus/sf-tractomics/pull/106/changes,9,2
/scilus/sf-tractomics/actions/runs/25339985476/job/74294665698,9,1
/scilus/sf-tractomics/issues,8,2
/scilus/sf-tractomics/actions/runs/25337397841/job/74285987964,6,1
