time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-15 00:00:00+00:00,2,2,13,4
2026-07-16 00:00:00+00:00,0,0,6,3
2026-07-17 00:00:00+00:00,0,0,16,3
2026-07-18 00:00:00+00:00,2,2,0,0
2026-07-19 00:00:00+00:00,0,0,0,0
2026-07-20 00:00:00+00:00,34,10,24,4
2026-07-21 00:00:00+00:00,18,3,20,4
2026-07-22 00:00:00+00:00,116,8,53,7
2026-07-23 00:00:00+00:00,21,14,15,3
2026-07-24 00:00:00+00:00,84,26,46,2
2026-07-25 00:00:00+00:00,1,1,7,2
2026-07-26 00:00:00+00:00,5,2,1,1
2026-07-27 00:00:00+00:00,1,1,8,2
2026-07-28 00:00:00+00:00,15,7,3,1
